poll_id,source,source_url,date,question_type,question_wording,topic,issue_area,support_pct,oppose_pct,net,sample_size,methodology,population,moe,tags,data_quality,notes
DFP_20260417_0040,Data for Progress,https://www.dataforprogress.org/blog/2026/4/17/voters-believe-legal-immigration-generally-helps-the-us,2026-04-17,opinion,"Around two-thirds of voters (66%) say legal immigration generally helps the United States, compared with just 9% who say it generally hurts.",immigration,,66.0,,,1228,online_panel,voters,,dfp;immigration;opinion,narrative_finding,Article: Voters Believe Legal Immigration Generally Helps the U.S.. Narrative polling finding.
DFP_20260417_0041,Data for Progress,https://www.dataforprogress.org/blog/2026/4/17/voters-believe-legal-immigration-generally-helps-the-us,2026-04-17,opinion,"This view holds across party lines: 71% of Democrats, 70% of Independents, and 59% of Republicans say legal immigration helps the country.",immigration,,71.0,,,1228,online_panel,voters,,dfp;immigration;opinion,narrative_finding,Article: Voters Believe Legal Immigration Generally Helps the U.S.. Narrative polling finding.
DFP_20260417_0042,Data for Progress,https://www.dataforprogress.org/blog/2026/4/17/voters-believe-legal-immigration-generally-helps-the-us,2026-04-17,opinion,"A majority of voters (62%) say illegal immigration generally hurts the United States, while only 11% say it helps and 22% say it neither helps nor hurts.",immigration,,62.0,,,1228,online_panel,voters,,dfp;immigration;opinion,narrative_finding,Article: Voters Believe Legal Immigration Generally Helps the U.S.. Narrative polling finding.
DFP_20260417_0043,Data for Progress,https://www.dataforprogress.org/blog/2026/4/17/voters-believe-legal-immigration-generally-helps-the-us,2026-04-17,concern,"Among the 62% of voters who say illegal immigration generally hurts the country, most are primarily concerned about the process by which people are immigrating, rather than the number of people crossing the border.",immigration,,62.0,,,1228,online_panel,voters,,dfp;immigration;concern,narrative_finding,Article: Voters Believe Legal Immigration Generally Helps the U.S.. Narrative polling finding.
DFP_20260417_0044,Data for Progress,https://www.dataforprogress.org/blog/2026/4/17/voters-believe-legal-immigration-generally-helps-the-us,2026-04-17,concern,"A majority of these voters (57%) say their main concern is that they want a safer, more orderly process, while 41% say their main concern is that they want lower numbers of immigrants overall.",immigration,,57.0,,,1228,online_panel,voters,,dfp;immigration;concern,narrative_finding,Article: Voters Believe Legal Immigration Generally Helps the U.S.. Narrative polling finding.
DFP_20260417_0045,Data for Progress,https://www.dataforprogress.org/blog/2026/4/17/voters-believe-legal-immigration-generally-helps-the-us,2026-04-17,polling_finding,"This split holds across partisan lines: 62% of Democrats, 60% of Independents, and 54% of Republicans who see illegal immigration as harmful prioritize the process over the numbers.",immigration,,62.0,,,1228,online_panel,voters,,dfp;immigration;polling_finding,narrative_finding,Article: Voters Believe Legal Immigration Generally Helps the U.S.. Narrative polling finding.
DFP_20260417_0046,Data for Progress,https://www.dataforprogress.org/blog/2026/4/17/voters-believe-legal-immigration-generally-helps-the-us,2026-04-17,opinion,"When asked what effect increasing legal immigration would have on illegal immigration, half of voters (50%) say it would make no difference, and an additional 31% say it would cause illegal immigration to decrease.",immigration,,50.0,,,1228,online_panel,voters,,dfp;immigration;opinion,narrative_finding,Article: Voters Believe Legal Immigration Generally Helps the U.S.. Narrative polling finding.
DFP_20260417_0047,Data for Progress,https://www.dataforprogress.org/blog/2026/4/17/voters-believe-legal-immigration-generally-helps-the-us,2026-04-17,opinion,Just 13% think expanding legal immigration would cause illegal immigration to increase.,immigration,,13.0,,,1228,online_panel,voters,,dfp;immigration;opinion,narrative_finding,Article: Voters Believe Legal Immigration Generally Helps the U.S.. Narrative polling finding.
DFP_20260416_0048,Data for Progress,https://www.dataforprogress.org/blog/2026/4/16/voters-disapprove-of-trump-on-iran-as-independents-back-his-removal-over-dying-civilization-threat,2026-04-16,disapproval,"Today, that opposition has grown: 54% disapprove, while 41% approve (−13 net).",foreign_policy,,54.0,,,1301,online_panel,voters,,dfp;foreign_policy;disapproval,narrative_finding,"Article: Voters Disapprove of Trump on Iran as Independents Back His Removal Over ""Dying Civilization"" Threat. Narrative polling finding."
DFP_20260416_0049,Data for Progress,https://www.dataforprogress.org/blog/2026/4/16/voters-disapprove-of-trump-on-iran-as-independents-back-his-removal-over-dying-civilization-threat,2026-04-16,polling_finding,"Disapproval among Independents has grown by 21 points, from 49% disapproval in March to 70% disapproval in mid-April.",foreign_policy,,49.0,,,1301,online_panel,voters,,dfp;foreign_policy;polling_finding,narrative_finding,"Article: Voters Disapprove of Trump on Iran as Independents Back His Removal Over ""Dying Civilization"" Threat. Narrative polling finding."
DFP_20260416_0050,Data for Progress,https://www.dataforprogress.org/blog/2026/4/16/voters-disapprove-of-trump-on-iran-as-independents-back-his-removal-over-dying-civilization-threat,2026-04-16,favorability,"On April 7, President Trump made the following statement about Iran: ""A whole civilization will die tonight, never to be brought back again."" When asked whether Trump should be removed from office for the statement, voters favor removal 50% to 45%, including 84% of Democrats and 61% of Independents.",foreign_policy,,50.0,,,1301,online_panel,voters,,dfp;foreign_policy;favorability,narrative_finding,"Article: Voters Disapprove of Trump on Iran as Independents Back His Removal Over ""Dying Civilization"" Threat. Narrative polling finding."
DFP_20260416_0051,Data for Progress,https://www.dataforprogress.org/blog/2026/4/16/voters-disapprove-of-trump-on-iran-as-independents-back-his-removal-over-dying-civilization-threat,2026-04-16,opinion,"A strong majority (61%) of these voters say the Democratic Party is not doing enough to stand up to Trump's war in Iran, and needs to fight harder.",foreign_policy,,61.0,,,1301,online_panel,voters,,dfp;foreign_policy;opinion,narrative_finding,"Article: Voters Disapprove of Trump on Iran as Independents Back His Removal Over ""Dying Civilization"" Threat. Narrative polling finding."
DFP_20260416_0052,Data for Progress,https://www.dataforprogress.org/blog/2026/4/16/voters-disapprove-of-trump-on-iran-as-independents-back-his-removal-over-dying-civilization-threat,2026-04-16,opinion,"More than 1 in 3 (35%) say the party could do better, but is overall doing a decent job.",foreign_policy,,35.0,,,1301,online_panel,voters,,dfp;foreign_policy;opinion,narrative_finding,"Article: Voters Disapprove of Trump on Iran as Independents Back His Removal Over ""Dying Civilization"" Threat. Narrative polling finding."
DFP_20260415_0053,Data for Progress,https://www.dataforprogress.org/blog/2026/4/15/voters-support-a-green-economic-populism-policy-agenda,2026-04-15,agreement,"New polling conducted in February by Data for Progress and the Climate and Community Institute shows voters agree that climate and the economy are issues that can and should be addressed together : 7 in 10 voters believe it is possible for economic policy to lower costs while directly reducing emissions, compared with only 19% of voters who don’t think it’s possible.",economy,,19.0,,,1122,online_panel,voters,,dfp;economy;agreement,narrative_finding,Article: Voters Support a Green Economic Populism Policy Agenda. Narrative polling finding.
DFP_20260415_0054,Data for Progress,https://www.dataforprogress.org/blog/2026/4/15/voters-support-a-green-economic-populism-policy-agenda,2026-04-15,opinion,"In a split sample test, which randomized whether respondents saw the phrase “issues like natural disasters, heat waves, and prolonged droughts” or “climate change,” 80% of respondents say extreme weather events somewhat or greatly impact the rising cost of living, compared with only 61% who say the same about climate change.",economy,,80.0,,,1122,online_panel,voters,,dfp;economy;opinion,narrative_finding,Article: Voters Support a Green Economic Populism Policy Agenda. Narrative polling finding.
DFP_20260415_0055,Data for Progress,https://www.dataforprogress.org/blog/2026/4/15/voters-support-a-green-economic-populism-policy-agenda,2026-04-15,polling_finding,"Voters are experiencing the rising cost of living across the board, with 86% of respondents facing higher grocery costs and 82% facing higher electricity and gas costs.",economy,,86.0,,,1122,online_panel,voters,,dfp;economy;polling_finding,narrative_finding,Article: Voters Support a Green Economic Populism Policy Agenda. Narrative polling finding.
DFP_20260415_0056,Data for Progress,https://www.dataforprogress.org/blog/2026/4/15/voters-support-a-green-economic-populism-policy-agenda,2026-04-15,polling_finding,At least 3 in 5 voters also report higher health care (68%) and home insurance costs (60%).,healthcare,,68.0,,,1122,online_panel,voters,,dfp;healthcare;polling_finding,narrative_finding,Article: Voters Support a Green Economic Populism Policy Agenda. Narrative polling finding.
DFP_20260415_0057,Data for Progress,https://www.dataforprogress.org/blog/2026/4/15/voters-support-a-green-economic-populism-policy-agenda,2026-04-15,polling_finding,"In the next year, at least 7 in 10 voters expect to pay more for groceries (79%), home electricity and gas (77%), and health care (70%), while 63% of voters expect to see rising home insurance costs.",economy,,79.0,,,1122,online_panel,voters,,dfp;economy;polling_finding,narrative_finding,Article: Voters Support a Green Economic Populism Policy Agenda. Narrative polling finding.
DFP_20260415_0058,Data for Progress,https://www.dataforprogress.org/blog/2026/4/15/voters-support-a-green-economic-populism-policy-agenda,2026-04-15,agreement,"An additional 20% say they do not associate climate change with the rising cost of living at all, while 14% blame “corporate pricing decisions.” Policy preferences around the cost of living and climate While there may not be consensus among voters around the main drivers of rising prices associated with climate change, 7 in 10 voters agree that climate interventions can reduce the cost of living.",economy,,20.0,,,1122,online_panel,voters,,dfp;economy;agreement,narrative_finding,Article: Voters Support a Green Economic Populism Policy Agenda. Narrative polling finding.
DFP_20260415_0059,Data for Progress,https://www.dataforprogress.org/blog/2026/4/15/voters-support-a-green-economic-populism-policy-agenda,2026-04-15,opinion,"Furthermore, a majority of voters (55%) would prefer that elected officials address both the cost of living and climate change through coordinated policies, while 35% want to see elected officials focus primarily on the cost of living and 4% say the same about climate change.",economy,,55.0,,,1122,online_panel,voters,,dfp;economy;opinion,narrative_finding,Article: Voters Support a Green Economic Populism Policy Agenda. Narrative polling finding.
DFP_20260415_0060,Data for Progress,https://www.dataforprogress.org/blog/2026/4/15/voters-support-a-green-economic-populism-policy-agenda,2026-04-15,opinion,"A similar majority of voters (56%) think that the government should “expand its involvement” in the issue of climate change and the cost of living via new policies, investments, and regulations.",economy,,56.0,,,1122,online_panel,voters,,dfp;economy;opinion,narrative_finding,Article: Voters Support a Green Economic Populism Policy Agenda. Narrative polling finding.
DFP_20260415_0061,Data for Progress,https://www.dataforprogress.org/blog/2026/4/15/voters-support-a-green-economic-populism-policy-agenda,2026-04-15,opinion,Only 26% think the government should “reduce its involvement” by defunding and deregulating climate policies and relying more on the private sector to lower costs.,climate,,26.0,,,1122,online_panel,voters,,dfp;climate;opinion,narrative_finding,Article: Voters Support a Green Economic Populism Policy Agenda. Narrative polling finding.
DFP_20260415_0062,Data for Progress,https://www.dataforprogress.org/blog/2026/4/15/voters-support-a-green-economic-populism-policy-agenda,2026-04-15,agreement,"More specifically, voters consider it important for elected officials to take action on key economic and climate priorities, including nearly universal agreement about the importance of lowering the cost of living (96%) and protecting people and their homes from natural disasters (91%).",economy,,96.0,,,1122,online_panel,voters,,dfp;economy;agreement,narrative_finding,Article: Voters Support a Green Economic Populism Policy Agenda. Narrative polling finding.
DFP_20260415_0063,Data for Progress,https://www.dataforprogress.org/blog/2026/4/15/voters-support-a-green-economic-populism-policy-agenda,2026-04-15,priority,"Voters also view ensuring the affordability of home insurance (89%), the reduction of harmful pollution (88%), the strength of the public sector (84%), and environmental sustainability (82%) as critically important priorities.",economy,,89.0,,,1122,online_panel,voters,,dfp;economy;priority,narrative_finding,Article: Voters Support a Green Economic Populism Policy Agenda. Narrative polling finding.
DFP_20260414_0064,Data for Progress,https://www.dataforprogress.org/blog/2026/4/14/maha-lacks-a-true-base-and-voters-reject-its-real-world-impact,2026-04-14,opinion,About half of Independents (51%) and swing district voters (50%) say MAHA is not delivering on its promises.,other,,50.0,,,2350,online_panel,voters,,dfp;other;opinion,narrative_finding,Article: MAHA Lacks a True Base and Voters Reject Its Real-World Impact. Narrative polling finding.
DFP_20260414_0065,Data for Progress,https://www.dataforprogress.org/blog/2026/4/14/maha-lacks-a-true-base-and-voters-reject-its-real-world-impact,2026-04-14,trust,"Voters nearly unanimously trust nurses (92%), their personal or family doctor (90%), and doctors in general (86%).",other,,92.0,,,2350,online_panel,voters,,dfp;other;trust,narrative_finding,Article: MAHA Lacks a True Base and Voters Reject Its Real-World Impact. Narrative polling finding.
DFP_20260414_0066,Data for Progress,https://www.dataforprogress.org/blog/2026/4/14/maha-lacks-a-true-base-and-voters-reject-its-real-world-impact,2026-04-14,trust,More than 2 in 3 voters also trust scientists (79%) and medical researchers at major universities (76%).,healthcare,,79.0,,,2350,online_panel,voters,,dfp;healthcare;trust,narrative_finding,Article: MAHA Lacks a True Base and Voters Reject Its Real-World Impact. Narrative polling finding.
DFP_20260414_0067,Data for Progress,https://www.dataforprogress.org/blog/2026/4/14/maha-lacks-a-true-base-and-voters-reject-its-real-world-impact,2026-04-14,support,"Perceptions of the MAHA Movement Nearly 2 in 5 voters say they support many of MAHA’s goals but do not identify with the movement (39%), including half of Republicans (50%) and 40% of swing district voters.",other,,39.0,,,2350,online_panel,voters,,dfp;other;support,narrative_finding,Article: MAHA Lacks a True Base and Voters Reject Its Real-World Impact. Narrative polling finding.
DFP_20260414_0068,Data for Progress,https://www.dataforprogress.org/blog/2026/4/14/maha-lacks-a-true-base-and-voters-reject-its-real-world-impact,2026-04-14,polling_finding,"Only 14% of voters consider themselves to be part of the MAHA movement, including 29% of Republicans and just 13% of swing district voters.",other,,14.0,,,2350,online_panel,voters,,dfp;other;polling_finding,narrative_finding,Article: MAHA Lacks a True Base and Voters Reject Its Real-World Impact. Narrative polling finding.
DFP_20260414_0069,Data for Progress,https://www.dataforprogress.org/blog/2026/4/14/maha-lacks-a-true-base-and-voters-reject-its-real-world-impact,2026-04-14,support,More than 1 in 3 voters (34%) — including 33% of swing district voters — do not support the MAHA movement.,other,,34.0,,,2350,online_panel,voters,,dfp;other;support,narrative_finding,Article: MAHA Lacks a True Base and Voters Reject Its Real-World Impact. Narrative polling finding.
DFP_20260414_0070,Data for Progress,https://www.dataforprogress.org/blog/2026/4/14/maha-lacks-a-true-base-and-voters-reject-its-real-world-impact,2026-04-14,support_oppose_pair,"has publicly opposed three of the most popular policies that voters support in this survey, including funding public research for cures (88% support, 64% strongly support), requiring routine childhood vaccines (79% support, 54% strongly support), and limiting pesticide use in agriculture (76% support, 47% strongly support).",other,,88.0,,,2350,online_panel,voters,,dfp;other;support_oppose_pair,narrative_finding,Article: MAHA Lacks a True Base and Voters Reject Its Real-World Impact. Narrative polling finding.
DFP_20260414_0071,Data for Progress,https://www.dataforprogress.org/blog/2026/4/14/maha-lacks-a-true-base-and-voters-reject-its-real-world-impact,2026-04-14,opinion,"About Half of Independents and Swing Voters Say MAHA Failed to Deliver on Promises When provided with two contrasting statements about the MAHA movement, about half of Independents (51%) and swing district voters (50%) say that MAHA is not delivering on its promises.",government,,50.0,,,2350,online_panel,voters,,dfp;government;opinion,narrative_finding,Article: MAHA Lacks a True Base and Voters Reject Its Real-World Impact. Narrative polling finding.
DFP_20260414_0072,Data for Progress,https://www.dataforprogress.org/blog/2026/4/14/maha-lacks-a-true-base-and-voters-reject-its-real-world-impact,2026-04-14,polling_finding,"Overall, more voters (49%) side with a statement about the MAHA movement not delivering on its promises than with a statement about the movement being common sense and bringing necessary change (43%).",government,,49.0,,,2350,online_panel,voters,,dfp;government;polling_finding,narrative_finding,Article: MAHA Lacks a True Base and Voters Reject Its Real-World Impact. Narrative polling finding.
DFP_20260414_0073,Data for Progress,https://www.dataforprogress.org/blog/2026/4/14/maha-lacks-a-true-base-and-voters-reject-its-real-world-impact,2026-04-14,favorability,"unfavorably, including 66% of Independents and 86% of Democrats.",other,,66.0,,,2350,online_panel,voters,,dfp;other;favorability,narrative_finding,Article: MAHA Lacks a True Base and Voters Reject Its Real-World Impact. Narrative polling finding.
DFP_20260409_0074,Data for Progress,https://www.dataforprogress.org/blog/2026/4/9/voters-including-most-republicans-oppose-cutting-health-care-to-fund-war,2026-04-09,support_oppose_pair,"In a new survey , Data for Progress finds that a strong majority of voters (69%) oppose congressional Republicans’ proposal to reduce health care spending in order to provide $200 billion in funding for the Iran War, while only 22% support this proposal.",healthcare,,69.0,,,1213,online_panel,voters,,dfp;healthcare;support_oppose_pair,narrative_finding,Article: Voters — Including Most Republicans — Oppose Cutting Health Care to Fund War. Narrative polling finding.
DFP_20260409_0075,Data for Progress,https://www.dataforprogress.org/blog/2026/4/9/voters-including-most-republicans-oppose-cutting-health-care-to-fund-war,2026-04-09,opinion,"A majority of voters (59%) think that if the federal government finds high rates of improper payments in a state’s Medicaid program, it should keep funding the program while requiring the state to fix the problem.",healthcare,,59.0,,,1213,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,Article: Voters — Including Most Republicans — Oppose Cutting Health Care to Fund War. Narrative polling finding.
DFP_20260409_0076,Data for Progress,https://www.dataforprogress.org/blog/2026/4/9/voters-including-most-republicans-oppose-cutting-health-care-to-fund-war,2026-04-09,polling_finding,Only about 1 in 3 voters (32%) would prefer the federal government withhold funding from the state until it fixes the problem.,healthcare,,32.0,,,1213,online_panel,voters,,dfp;healthcare;polling_finding,narrative_finding,Article: Voters — Including Most Republicans — Oppose Cutting Health Care to Fund War. Narrative polling finding.
DFP_20260401_0077,Data for Progress,https://www.dataforprogress.org/blog/2026/4/1/voters-want-200-billion-spent-on-domestic-priorities-like-health-care-not-war,2026-04-01,opinion,"After learning that the Trump administration recently requested $200 billion in additional funding for the Department of Defense to fund the war in Iran, nearly 3 in 5 voters (58%) say the spending would be a bad use of U.S.",healthcare,,58.0,,,1228,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,"Article: Voters Want $200 Billion Spent on Domestic Priorities Like Health Care, Not War. Narrative polling finding."
DFP_20260401_0078,Data for Progress,https://www.dataforprogress.org/blog/2026/4/1/voters-want-200-billion-spent-on-domestic-priorities-like-health-care-not-war,2026-04-01,opinion,"When asked directly whether the $200 billion in requested funding should go toward the war in Iran or toward domestic social programs like health care, 2 in 3 voters (66%) say it should be used for domestic programs.",healthcare,,66.0,,,1228,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,"Article: Voters Want $200 Billion Spent on Domestic Priorities Like Health Care, Not War. Narrative polling finding."
DFP_20260401_0079,Data for Progress,https://www.dataforprogress.org/blog/2026/4/1/voters-want-200-billion-spent-on-domestic-priorities-like-health-care-not-war,2026-04-01,opinion,Only 28% say it should fund the war.,healthcare,,28.0,,,1228,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,"Article: Voters Want $200 Billion Spent on Domestic Priorities Like Health Care, Not War. Narrative polling finding."
DFP_20260401_0080,Data for Progress,https://www.dataforprogress.org/blog/2026/4/1/voters-want-200-billion-spent-on-domestic-priorities-like-health-care-not-war,2026-04-01,opinion,"Republicans are split on this question: 47% say the money should fund the war, and 47% say it should go to domestic programs.",healthcare,,47.0,,,1228,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,"Article: Voters Want $200 Billion Spent on Domestic Priorities Like Health Care, Not War. Narrative polling finding."
DFP_20260401_0081,Data for Progress,https://www.dataforprogress.org/blog/2026/4/1/voters-want-200-billion-spent-on-domestic-priorities-like-health-care-not-war,2026-04-01,opinion,"Additionally, a majority of voters (56%) think that the Trump administration has not done enough to explain why the U.S.",healthcare,,56.0,,,1228,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,"Article: Voters Want $200 Billion Spent on Domestic Priorities Like Health Care, Not War. Narrative polling finding."
DFP_20260401_0082,Data for Progress,https://www.dataforprogress.org/blog/2026/4/1/voters-want-200-billion-spent-on-domestic-priorities-like-health-care-not-war,2026-04-01,opinion,Only 27% of Independents believe the administration has done enough to make a case for the war.,healthcare,,27.0,,,1228,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,"Article: Voters Want $200 Billion Spent on Domestic Priorities Like Health Care, Not War. Narrative polling finding."
DFP_20260330_0083,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,opinion,"More than half of New York voters (54%) say their home or renters insurance bill has risen over the past year, including 68% of homeowners.",healthcare,,54.0,,,648,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0084,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,opinion,"At the same time, 4 in 10 voters (41%) say their mortgage or rent payment has increased, with more than half of renters (54%) saying their rent has gone up.",healthcare,,41.0,,,648,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0085,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,opinion,"More than 1 in 4 voters (27%) say that rising insurance costs have led them to research other providers or policies, and 1 in 10 have gone so far as to switch providers.",healthcare,,27.0,,,648,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0086,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,opinion,"A majority of New York voters (56%) also say state lawmakers should focus more on ensuring homeowner's insurance is affordable, compared with just 28% who say the state should continue its current approach and 4% who say it should focus less.",healthcare,,56.0,,,648,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0087,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,opinion,"That call for action is bipartisan: 55% of Democrats, 51% of Independents, and 61% of Republicans all say the state should do more on insurance affordability.",economy,,55.0,,,648,online_panel,voters,,dfp;economy;opinion,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0088,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,opinion,"Nearly two-thirds of New York voters (64%) say the number of extreme weather events — like flash floods, hurricanes, heat waves, and droughts — has increased over the past five years.",healthcare,,64.0,,,648,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0089,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,agreement,"Democrats are most likely to say such events have increased (79%), but a majority of Independents (57%) and a plurality of Republicans (47%) agree.",healthcare,,79.0,,,648,online_panel,voters,,dfp;healthcare;agreement,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0090,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,opinion,Nearly 7 in 10 New York voters (69%) say large oil and gas companies are very or somewhat responsible for climate change and worsening extreme weather disasters.,healthcare,,69.0,,,648,online_panel,voters,,dfp;healthcare;opinion,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0091,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,polling_finding,"This includes 85% of Democrats, 64% of Independents, and even a slim majority of Republicans (52%).",healthcare,,85.0,,,648,online_panel,voters,,dfp;healthcare;polling_finding,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0092,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,support,"Additionally, two-thirds of New York voters (67%) support legislation that would allow the state attorney general to sue the oil and gas industry to recover home insurance cost increases — rather than letting insurers pass those costs onto New Yorkers.",healthcare,,67.0,,,648,online_panel,voters,,dfp;healthcare;support,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0093,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,oppose,"Just 24% oppose the proposal, a +43-point net margin statewide.",healthcare,,24.0,,,648,online_panel,voters,,dfp;healthcare;oppose,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0094,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,support,"Support is strong across partisan lines: 86% of Democrats back the proposal, as do 58% of Independents and a plurality of Republicans (48%).",healthcare,,86.0,,,648,online_panel,voters,,dfp;healthcare;support,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0095,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,support,"When respondents first are presented with an argument in favor — that oil and gas companies have known for decades their products worsen extreme weather, and misled the public about it — support rises to 71% (+50-point net margin).",healthcare,,71.0,,,648,online_panel,voters,,dfp;healthcare;support,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260330_0096,Data for Progress,https://www.dataforprogress.org/blog/2026/3/30/new-york-voters-want-big-oil-to-pay-for-the-home-insurance-crisis,2026-03-30,support,When respondents are then presented with an argument in opposition — that companies will simply pass costs through to consumers via higher energy prices — a majority of voters (58%) still support the bill.,economy,,58.0,,,648,online_panel,voters,,dfp;economy;support,narrative_finding,Article: New York Voters Want Big Oil to Pay for the Home Insurance Crisis. Narrative polling finding.
DFP_20260325_0097,Data for Progress,https://www.dataforprogress.org/blog/2026/3/25/montgomery-county-democratic-primary-voters-back-housing-growth-and-walkable-communities,2026-03-25,likelihood,"A plurality of Democratic primary voters (33%) say they would be more likely to vote for that council member in their reelection, compared with 27% who say they would be less likely, and another 29% who say it would not affect their vote at all.",democracy,,33.0,,,409,online_panel,voters,,dfp;democracy;likelihood,narrative_finding,Article: Montgomery County Democratic Primary Voters Back Housing Growth and Walkable Communities. Narrative polling finding.
DFP_20260325_0098,Data for Progress,https://www.dataforprogress.org/blog/2026/3/25/montgomery-county-democratic-primary-voters-back-housing-growth-and-walkable-communities,2026-03-25,polling_finding,"When told that the number of permits for new multifamily buildings in Montgomery County fell from over 2,000 in 2024 to about 50 in 2025, a majority of Democratic primary voters (54%) call the decline a major issue.",housing,,54.0,,,409,online_panel,voters,,dfp;housing;polling_finding,narrative_finding,Article: Montgomery County Democratic Primary Voters Back Housing Growth and Walkable Communities. Narrative polling finding.
DFP_20260325_0099,Data for Progress,https://www.dataforprogress.org/blog/2026/3/25/montgomery-county-democratic-primary-voters-back-housing-growth-and-walkable-communities,2026-03-25,opinion,"Nearly two-thirds (62%) say the county should encourage new construction or modernization to ensure residents have access to up-to-date housing, even if neighborhoods may look or feel different.",housing,,62.0,,,409,online_panel,voters,,dfp;housing;opinion,narrative_finding,Article: Montgomery County Democratic Primary Voters Back Housing Growth and Walkable Communities. Narrative polling finding.
DFP_20260325_0100,Data for Progress,https://www.dataforprogress.org/blog/2026/3/25/montgomery-county-democratic-primary-voters-back-housing-growth-and-walkable-communities,2026-03-25,opinion,Just 29% say the county should limit new construction to protect the existing look and feel of neighborhoods.,housing,,29.0,,,409,online_panel,voters,,dfp;housing;opinion,narrative_finding,Article: Montgomery County Democratic Primary Voters Back Housing Growth and Walkable Communities. Narrative polling finding.
DFP_20260325_0101,Data for Progress,https://www.dataforprogress.org/blog/2026/3/25/montgomery-county-democratic-primary-voters-back-housing-growth-and-walkable-communities,2026-03-25,opinion,"However, when it comes to adding housing on their own block, Democratic primary voters are more split: 47% say they are either very or somewhat comfortable with new development, while 35% say they are not comfortable at all.",housing,,47.0,,,409,online_panel,voters,,dfp;housing;opinion,narrative_finding,Article: Montgomery County Democratic Primary Voters Back Housing Growth and Walkable Communities. Narrative polling finding.
