message_id,source,source_url,date,topic,issue_area,message_type,wording,support_pct,oppose_pct,net_score,preference_effect,effect_scale,sample_size,methodology,population,moe,tags,notes
NAV_20260414_145,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,,poll_question,"36% favorable - 49% unfavorable), still in the negative by double digits as it was when it passed last summer.",,36,,,,,online_panel,registered_voters,,navigator;economy,From archive: Views on Republican Tax Policies
NAV_20260414_146,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,,poll_question,33% favorable - 52% unfavorable).,,33,,,,,online_panel,registered_voters,,navigator;economy,From archive: Views on Republican Tax Policies
NAV_20260414_147,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,,poll_question,41% favorable - 48% unfavorable) compared to those who hadn’t yet (net -20; 31% favorable - 51% unfavorable).,,41,,,,,online_panel,registered_voters,,navigator;economy,From archive: Views on Republican Tax Policies
NAV_20260414_148,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,,poll_question,28% favorable - 52% unfavorable).,,28,,,,,online_panel,registered_voters,,navigator;economy,From archive: Views on Republican Tax Policies
NAV_20260414_149,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,,favorability,"Favorability rating: filed their 2025 income taxes, they still oppose the Republican tax law. The law",36,49,-13,,,,online_panel,registered_voters,,navigator;economy,From archive: Views on Republican Tax Policies
NAV_20260414_150,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,,favorability,"Favorability rating: ive by double digits as it was when it passed last summer. In August, the law ha",33,52,-19,,,,online_panel,registered_voters,,navigator;economy,From archive: Views on Republican Tax Policies
NAV_20260414_151,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,,favorability,Net favorability rating,36,49,,,,,online_panel,registered_voters,,navigator;economy,From archive: Views on Republican Tax Policies
NAV_20260409_152,Navigator Research,https://navigatorresearch.org/americans-oppose-an-expensive-unnecessary-and-dangerous-war-with-iran/,2026-04-09,foreign_policy,,poll_question,40% support – 50% oppose).,,40,,,,,online_panel,registered_voters,,navigator;foreign_policy,"From archive: Americans Oppose an “Expensive,” “Unnecessary,” and “Dangerous” War with Iran"
NAV_20260409_153,Navigator Research,https://navigatorresearch.org/americans-oppose-an-expensive-unnecessary-and-dangerous-war-with-iran/,2026-04-09,foreign_policy,,poll_question,40% support – 49% oppose).,,40,,,,,online_panel,registered_voters,,navigator;foreign_policy,"From archive: Americans Oppose an “Expensive,” “Unnecessary,” and “Dangerous” War with Iran"
NAV_20260409_154,Navigator Research,https://navigatorresearch.org/americans-oppose-an-expensive-unnecessary-and-dangerous-war-with-iran/,2026-04-09,foreign_policy,,poll_question,34% support – 58% oppose).,,34,,,,,online_panel,registered_voters,,navigator;foreign_policy,"From archive: Americans Oppose an “Expensive,” “Unnecessary,” and “Dangerous” War with Iran"
NAV_20260409_155,Navigator Research,https://navigatorresearch.org/americans-oppose-an-expensive-unnecessary-and-dangerous-war-with-iran/,2026-04-09,foreign_policy,,poll_question,20% support – 70% oppose).,,20,,,,,online_panel,registered_voters,,navigator;foreign_policy,"From archive: Americans Oppose an “Expensive,” “Unnecessary,” and “Dangerous” War with Iran"
NAV_20260409_156,Navigator Research,https://navigatorresearch.org/americans-oppose-an-expensive-unnecessary-and-dangerous-war-with-iran/,2026-04-09,foreign_policy,,poll_question,27% support – 64% oppose).,,27,,,,,online_panel,registered_voters,,navigator;foreign_policy,"From archive: Americans Oppose an “Expensive,” “Unnecessary,” and “Dangerous” War with Iran"
NAV_20260409_157,Navigator Research,https://navigatorresearch.org/americans-oppose-an-expensive-unnecessary-and-dangerous-war-with-iran/,2026-04-09,foreign_policy,,poll_question,84% of Democrats and 71% of independents oppose sending in troops for a ground war.,,84,,,,,online_panel,registered_voters,,navigator;foreign_policy,"From archive: Americans Oppose an “Expensive,” “Unnecessary,” and “Dangerous” War with Iran"
NAV_20260409_158,Navigator Research,https://navigatorresearch.org/americans-oppose-an-expensive-unnecessary-and-dangerous-war-with-iran/,2026-04-09,foreign_policy,,poll_question,"48% say they support sending troops into Iran, while 41% are opposed.",,48,,,,,online_panel,registered_voters,,navigator;foreign_policy,"From archive: Americans Oppose an “Expensive,” “Unnecessary,” and “Dangerous” War with Iran"
NAV_20260319_159,Navigator Research,https://navigatorresearch.org/the-more-americans-learn-about-the-save-act-the-less-they-like-it/,2026-03-19,politics,,poll_question,"50% support – 39% oppose), including independents by seven points (42% support – 35% oppose).",,50,,,,,online_panel,registered_voters,,navigator;politics,"From archive: The More Americans Learn About the SAVE Act, the Less They Like It"
NAV_20260319_160,Navigator Research,https://navigatorresearch.org/the-more-americans-learn-about-the-save-act-the-less-they-like-it/,2026-03-19,politics,,poll_question,"45% support – 47% oppose), underwater among independents by 12 points (34% support – 46% oppose).",,45,,,,,online_panel,registered_voters,,navigator;politics,"From archive: The More Americans Learn About the SAVE Act, the Less They Like It"
NAV_20260318_162,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,,poll_question,40% support – 49% oppose).,,40,,,,,online_panel,registered_voters,,navigator;foreign_policy,From archive: Perceptions And Concerns About Trump’s War Against Iran
NAV_20260318_163,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,,poll_question,"52% oppose, respectively), while Republicans are more supportive of the operation (70% support).",,52,,,,,online_panel,registered_voters,,navigator;foreign_policy,From archive: Perceptions And Concerns About Trump’s War Against Iran
NAV_20260318_164,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,,poll_question,84% support – 11% oppose) compared to non-MAGA Republicans (net +8; 48% support – 40% oppose).,,84,,,,,online_panel,registered_voters,,navigator;foreign_policy,From archive: Perceptions And Concerns About Trump’s War Against Iran
NAV_20260318_165,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,,poll_question,34% support – 54% oppose).,,34,,,,,online_panel,registered_voters,,navigator;foreign_policy,From archive: Perceptions And Concerns About Trump’s War Against Iran
NAV_20260318_166,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,,poll_question,"58% support – 29% oppose), though non-MAGA Republicans are split (43% support – 42% oppose).",,58,,,,,online_panel,registered_voters,,navigator;foreign_policy,From archive: Perceptions And Concerns About Trump’s War Against Iran
NAV_20260318_167,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,,poll_question,60% oppose – 18% support).,,60,,,,,online_panel,registered_voters,,navigator;foreign_policy,From archive: Perceptions And Concerns About Trump’s War Against Iran
NAV_20260220_169,Navigator Research,https://navigatorresearch.org/message-guidance-on-tariff-scotus-ruling/,2026-02-20,economy,,poll_question,60% of Americans viewing them unfavorably and only 30% holding favorable views as of January.,60,,,,,,online_panel,registered_voters,,navigator;economy,From archive: Message Guidance on Tariff SCOTUS Ruling
NAV_20260220_170,Navigator Research,https://navigatorresearch.org/message-guidance-on-tariff-scotus-ruling/,2026-02-20,economy,,poll_question,43% support - 51% oppose).,,43,,,,,online_panel,registered_voters,,navigator;economy,From archive: Message Guidance on Tariff SCOTUS Ruling
NAV_20251031_171,Navigator Research,https://navigatorresearch.org/state-of-the-shutdown-families-are-paying-the-price-for-gop-chaos/,2025-10-31,economy,,poll_question,62% would have a favorable view of how Democrats handled the shutdown if they reach a deal restoring health care.,62,,,,,,online_panel,registered_voters,,navigator;economy,From archive: State of the Shutdown: Families are Paying the Price for GOP Chaos
NAV_20260507_172,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,poll_question,"39% say they want the government to prioritize it, yet only 14% think President Trump and Republicans in Congress are focused on it.",39,,,,,,online_panel,registered_voters,,navigator;healthcare,From: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs
NAV_20260507_173,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,poll_question,61% blame) and pharmaceutical companies (52% blame).,,61,,,,,online_panel,registered_voters,,navigator;healthcare,From: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs
NAV_20260507_174,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,poll_question,47% blame federal lawmakers while just a third blame state and local governments (33%).,,47,,,,,online_panel,registered_voters,,navigator;healthcare,From: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs
NAV_20260507_175,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,poll_question,30% of Americans are not confident in their ability to access quality and affordable healthcare for the foreseeable future - up from 23% in 2020.,,30,,,,,online_panel,registered_voters,,navigator;healthcare,From: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs
NAV_20260507_176,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,poll_question,"71% of Democrats, 62% of independents, and 46% of Republicans.",71,,,,,,online_panel,registered_voters,,navigator;healthcare,From: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs
NAV_20260507_177,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,poll_question,45% of independents say they are not confident in their ability to access quality and affordable healthcare for the foreseeable future.,,45,,,,,online_panel,registered_voters,,navigator;healthcare,From: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs
NAV_20260507_178,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,poll_question,"58% of women under the age of 55 saying the quality is either ""poor"" or ""not so good.",,58,,,,,online_panel,registered_voters,,navigator;healthcare,From: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs
NAV_20260507_179,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,poll_question,39% favorable - 40% unfavorable).,,39,,,,,online_panel,registered_voters,,navigator;healthcare,From: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs
NAV_20260507_180,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,poll_question,43% favorable - 34% unfavorable).,,43,,,,,online_panel,registered_voters,,navigator;healthcare,From: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs
NAV_20260507_181,Navigator Research,https://navigatorresearch.org/insurance-and-pharmaceutical-companies-blamed-for-rising-healthcare-costs/,2026-05-07,healthcare,,favorability,MAHA movement favorability,39,40,,,,,online_panel,registered_voters,,navigator;healthcare,From: Insurance and Pharmaceutical Companies Blamed for Rising Healthcare Costs
NAV_20260429_182,Navigator Research,https://navigatorresearch.org/two-months-later-most-americans-dont-think-trumps-war-with-iran-is-worth-it-and-see-no-end-in-sight/,2026-04-29,foreign_policy,,poll_question,82% of Americans - including 67% of Republicans - say they are paying close attention to the war with Iran.,82,,,,,,online_panel,registered_voters,,navigator;foreign_policy,From: Two Months Later: Most Americans Don't Think Trump's War with Iran is Worth It
NAV_20260429_183,Navigator Research,https://navigatorresearch.org/two-months-later-most-americans-dont-think-trumps-war-with-iran-is-worth-it-and-see-no-end-in-sight/,2026-04-29,foreign_policy,,poll_question,17% say the war is going well.,17,,,,,,online_panel,registered_voters,,navigator;foreign_policy,From: Two Months Later: Most Americans Don't Think Trump's War with Iran is Worth It
NAV_20260429_184,Navigator Research,https://navigatorresearch.org/two-months-later-most-americans-dont-think-trumps-war-with-iran-is-worth-it-and-see-no-end-in-sight/,2026-04-29,foreign_policy,,poll_question,"57% of Americans express concern about the potential for a wider conflict, while just 17% say they are not concerned.",57,,,,,,online_panel,registered_voters,,navigator;foreign_policy,From: Two Months Later: Most Americans Don't Think Trump's War with Iran is Worth It
NAV_20260429_185,Navigator Research,https://navigatorresearch.org/two-months-later-most-americans-dont-think-trumps-war-with-iran-is-worth-it-and-see-no-end-in-sight/,2026-04-29,foreign_policy,,poll_question,"25% say this), but it is also the top negative story (37% say war/foreign conflict is the most negative story).",,25,,,,,online_panel,registered_voters,,navigator;foreign_policy,From: Two Months Later: Most Americans Don't Think Trump's War with Iran is Worth It
NAV_20260428_186,Navigator Research,https://navigatorresearch.org/special-report-who-do-americans-trust/,2026-04-28,government,,poll_question,"34% say the Democratic Party and 34% say President Trump and the Republican Party, with 24% saying neither.",34,,,,,,online_panel,registered_voters,,navigator;government,From: SPECIAL REPORT: Who Do Americans Trust
NAV_20260428_187,Navigator Research,https://navigatorresearch.org/special-report-who-do-americans-trust/,2026-04-28,government,,poll_question,"34% of Americans approve of the way Donald Trump is handling his job as president, while 58% disapprove.",,34,,,,,online_panel,registered_voters,,navigator;government,From: SPECIAL REPORT: Who Do Americans Trust
NAV_20260428_188,Navigator Research,https://navigatorresearch.org/special-report-who-do-americans-trust/,2026-04-28,government,,poll_question,25% of Americans approve of the way Congress is handling its job.,25,,,,,,online_panel,registered_voters,,navigator;government,From: SPECIAL REPORT: Who Do Americans Trust
NAV_20260428_189,Navigator Research,https://navigatorresearch.org/special-report-who-do-americans-trust/,2026-04-28,government,,poll_question,23% say the country is headed in the right direction.,23,,,,,,online_panel,registered_voters,,navigator;government,From: SPECIAL REPORT: Who Do Americans Trust
